order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1481215,72609,Pepe Rosso To Go,Japanese,16.79219007730516,Weekend,5,24,29
1481216,40510,Dirty Bird To Go (archived),Japanese,20.72019520832351,Weekend,5,35,32
1481217,39318,Blue Ribbon Sushi,Mexican,14.762069176201631,Weekend,4,26,32
1481218,200672,RedFarm Broadway,Italian,7.700996550154043,Weekend,4,34,23
1481219,58868,Bareburger,American,17.794905884650586,Weekday,3,31,28
1481220,270568,Parm,Chinese,16.92087834484297,Weekday,5,21,20
1481221,334801,ilili Restaurant,American,13.326175012133348,Weekend,3,28,29
1481222,238116,Sushi of Gari,Japanese,20.795856159829885,Weekday,5,31,26
1481223,217363,TAO,American,10.45019859035716,Weekday,Not given,35,28
1481224,60440,Shake Shack,Mexican,16.164958231036984,Weekend,3,22,26
1481225,268958,Sushi of Gari,American,24.17668624583617,Weekend,4,29,26
1481226,92726,Blue Ribbon Brooklyn,Japanese,12.98470033211962,Weekday,Not given,35,29
1481227,134794,Parm,Chinese,17.677623217565863,Weekend,Not given,27,25
1481228,54136,Bareburger,American,12.997792478829322,Weekend,Not given,27,24
1481229,375747,Yama Japanese Restaurant,American,15.492442676893736,Weekend,5,24,22
1481230,70679,Shake Shack,Italian,11.467300099937566,Weekend,Not given,21,28
1481231,374189,Yama 49,Italian,26.360457532023027,Weekend,Not given,22,21
1481232,88075,El Parador Cafe,American,13.10454297063106,Weekday,Not given,34,18
1481233,357731,Momoya,Middle Eastern,19.901230487817436,Weekend,5,28,29
1481234,65009,DuMont Burger,Japanese,21.6139552854315,Weekend,Not given,23,26
1481235,170264,Tamarind TriBeCa,Japanese,14.420856192600926,Weekend,Not given,33,23
1481236,121676,Blue Ribbon Sushi,Mexican,18.642977723871848,Weekday,5,30,19
1481237,65009,RedFarm Broadway,Japanese,15.258857865030048,Weekend,3,22,30
1481238,151691,Momoya,Italian,22.24291465886622,Weekend,Not given,25,16
1481239,261370,The Meatball Shop,Mexican,14.764784386493051,Weekend,3,35,22
1481240,383658,Han Dynasty,American,21.54594174574007,Weekend,Not given,35,20
1481241,386809,Cho Dang Gol,Japanese,19.742567853578464,Weekend,5,33,15
1481242,62941,Han Dynasty,Japanese,12.862191826585663,Weekend,3,28,25
1481243,72243,Sushi Samba,Italian,15.913645875358023,Weekend,3,20,23
1481244,78922,Vanessa's Dumplings,Japanese,28.57046580990872,Weekend,Not given,32,21
1481245,145432,Cafeteria,Korean,23.81060600008103,Weekend,Not given,34,27
1481246,334342,The Smile,American,8.799885792318928,Weekday,5,27,25
1481247,370405,Lucky's Famous Burgers,Japanese,18.678835568889188,Weekend,Not given,24,28
1481248,123823,Shake Shack,American,16.068521744184793,Weekday,4,31,27
1481249,250994,Bareburger,Japanese,36.6744541153475,Weekend,Not given,25,15
1481250,79715,CafÌ© China,Japanese,27.794134912959333,Weekday,Not given,22,27
1481251,53513,Serafina Fabulous Pizza,American,16.6132639847936,Weekend,3,27,19
1481252,261708,Burger Joint,Chinese,24.75697256331373,Weekend,Not given,30,15
1481253,302132,Yama Japanese Restaurant,American,25.594804297775564,Weekend,5,28,21
1481254,371677,Prosperity Dumpling,Indian,14.799990722079468,Weekend,Not given,28,27
1481255,78318,The Odeon,Middle Eastern,19.43877636497841,Weekday,Not given,26,15
1481256,350416,ilili Restaurant,Middle Eastern,12.78661229578664,Weekday,5,20,32
1481257,55334,RedFarm Hudson,Japanese,36.90979780400156,Weekday,5,32,24
1481258,92096,Blue Ribbon Sushi Izakaya,Southern,12.692825082362932,Weekday,Not given,21,30
1481259,56722,L'Express,American,11.63695572321596,Weekday,Not given,21,27
1481260,271025,The Meatball Shop,Japanese,18.1245285239976,Weekend,Not given,28,24
1481261,52875,Barbounia,American,31.39191659551413,Weekday,4,28,17
1481262,144426,Sushi of Gari Tribeca,Mediterranean,32.47856199659998,Weekend,Not given,20,23
1481263,310051,Nobu Next Door,Japanese,9.419699143763092,Weekend,Not given,21,27
1481264,260814,Cafe Mogador,American,16.108103677974338,Weekend,Not given,33,28
1481265,347681,RedFarm Broadway,Middle Eastern,9.660038706990216,Weekend,5,33,30
1481266,52802,Sarabeth's East,Italian,27.575425699725628,Weekday,Not given,24,29
1481267,127934,Parm,American,20.123192246102654,Weekday,3,33,24
1481268,83787,Parm,Italian,23.71606712174723,Weekend,4,21,26
1481269,250494,Boqueria,Mexican,14.60497119279024,Weekday,5,32,23
1481270,361698,CafÌ© China,American,17.599420650469984,Weekday,5,27,16
1481271,355683,Prosperity Dumpling,American,16.08760301901068,Weekend,Not given,30,19
1481272,284805,RedFarm Hudson,Japanese,27.5447945216755,Weekend,Not given,34,22
1481273,390490,Hampton Chutney Co.,Italian,16.866063147681633,Weekday,5,27,26
1481274,94734,Nobu Next Door,Japanese,10.23500674072577,Weekend,4,26,18
1481275,63066,Shake Shack,Chinese,6.809379962463492,Weekday,5,34,26
1481276,355060,Sarabeth's East,Japanese,9.38948171392272,Weekend,3,33,29
1481277,138426,Five Guys Burgers and Fries,Japanese,17.03982143125326,Weekend,3,31,18
1481278,48444,The Meatball Shop,Chinese,13.808738124804592,Weekend,5,28,23
1481279,133330,Shake Shack,Japanese,21.9463666237632,Weekday,Not given,21,32
1481280,113969,Parm,American,14.832953682909798,Weekend,5,23,23
1481281,50533,RedFarm Broadway,American,7.52859029441716,Weekend,Not given,21,26
1481282,299973,Blue Ribbon Sushi Bar & Grill,Japanese,14.936539368300004,Weekday,5,20,20
1481283,335119,The Meatball Shop,Southern,12.366313590349364,Weekend,5,32,31
1481284,78044,The Meatball Shop,Chinese,15.08734996504662,Weekend,Not given,25,19
1481285,268928,Boqueria,Japanese,9.520894926306218,Weekend,4,29,30
1481286,64121,TAO,Japanese,9.27559715003042,Weekday,4,35,24
1481287,349166,P.J. Clarke's,Thai,35.432179075690385,Weekday,Not given,21,27
1481288,120876,The Loop,American,17.809464988426857,Weekend,3,33,24
1481289,83257,Parm,Japanese,12.190433111784897,Weekday,4,34,29
1481290,350354,Waverly Diner,Mexican,16.511817838929545,Weekend,Not given,28,20
1481291,107952,Parm,Japanese,22.050726591566605,Weekend,Not given,24,28
1481292,355219,Sarabeth's Restaurant,Japanese,31.776862327686267,Weekday,Not given,24,21
1481293,318844,Han Dynasty,American,12.084719866922184,Weekend,5,27,29
1481294,289567,Shake Shack,American,17.884727062619287,Weekday,Not given,24,18
1481295,164516,Westville Hudson,Chinese,16.47510052106301,Weekend,5,35,20
1481296,77511,Balthazar Boulangerie,Japanese,16.447297531360242,Weekend,Not given,34,19
1481297,96305,J. G. Melon,Spanish,10.267615464067704,Weekend,Not given,31,29
1481298,152829,Chipotle Mexican Grill $1.99 Delivery,Italian,14.565702395353636,Weekend,5,30,15
1481299,370307,RedFarm Hudson,American,19.45027879643292,Weekend,Not given,32,26
1481300,100969,Vanessa's Dumpling House,Japanese,10.738163067780716,Weekend,Not given,31,27
1481301,283052,Bareburger,Japanese,23.09819391697889,Weekend,5,27,28
1481302,107011,Nobu Next Door,American,8.647901901347355,Weekday,4,21,26
1481303,210587,Blue Ribbon Fried Chicken,Chinese,12.78004058893137,Weekend,3,25,28
1481304,139609,RedFarm Broadway,Japanese,11.446720904808036,Weekend,Not given,23,24
1481305,128716,J. G. Melon,Japanese,17.345416202520866,Weekday,Not given,26,27
1481306,283884,Hangawi,American,22.53477912861748,Weekend,5,27,17
1481307,113896,Asuka Sushi,American,19.65987469950477,Weekend,4,26,25
1481308,111125,Pongsri Thai,Japanese,32.17975687015674,Weekday,4,28,22
1481309,55334,RedFarm Hudson,Italian,13.687179659635142,Weekend,3,33,18
1481310,268335,Balthazar Boulangerie,American,20.609075347952395,Weekend,Not given,28,30
1481311,61335,Blue Ribbon Sushi Izakaya,Japanese,18.244053718416883,Weekend,5,28,20
1481312,368338,DuMont Burger,Mexican,34.11209485844512,Weekday,Not given,34,25
1481313,67530,Blue Ribbon Fried Chicken,Chinese,12.448896336570703,Weekend,3,26,16
1481314,43606,Parm,American,29.731922258731345,Weekend,4,21,29
1481315,128724,Burger Joint,Italian,17.360428710293125,Weekend,5,21,17
1481316,36143,Friend of a Farmer,American,21.8793938115574,Weekend,4,27,25
1481317,42407,Bareburger,American,21.47809561105673,Weekday,5,33,18
1481318,373152,Sushi of Gari Tribeca,Italian,9.064919366647084,Weekday,Not given,23,26
1481319,147489,TAO,American,27.732868422825607,Weekday,5,21,28
1481320,97961,RedFarm Broadway,Italian,30.859201137677,Weekday,5,25,26
1481321,169521,Blue Ribbon Sushi Bar & Grill,American,10.91981159078306,Weekday,5,35,30
1481322,260650,Westville Hudson,Indian,26.61492101058159,Weekend,Not given,21,25
1481323,38086,Cho Dang Gol,Japanese,16.354903302621366,Weekday,Not given,35,33
1481324,127149,RedFarm Hudson,American,32.193291473880144,Weekend,Not given,29,33
1481325,270495,Delicatessen,Chinese,21.78547197460452,Weekday,Not given,29,20
1481326,78044,Shake Shack,American,16.62093819055586,Weekend,5,35,15
1481327,85091,Tamarind TriBeCa,Indian,16.94607760456564,Weekday,5,35,16
1481328,361771,The Kati Roll Company,Mexican,28.500536236985432,Weekday,Not given,29,18
1481329,94152,Kanoyama,Japanese,36.32707903975721,Weekday,Not given,28,28
1481330,96305,Blue Ribbon Sushi,Japanese,24.02769811136576,Weekend,4,21,28
1481331,354966,Blue Ribbon Sushi,Italian,13.68898948041212,Weekend,Not given,32,19
1481332,370837,Tortaria,American,27.644362119051177,Weekend,4,32,21
1481333,69848,Five Guys Burgers and Fries,Italian,27.367395767099424,Weekend,Not given,29,21
1481334,92096,The Smile,Indian,34.06277858715518,Weekday,5,20,28
1481335,113447,Blue Ribbon Sushi,American,33.124044377065175,Weekend,Not given,34,21
1481336,42504,Vezzo Thin Crust Pizza,American,20.677154684650432,Weekend,5,27,17
1481337,209179,Blue Ribbon Sushi Bar & Grill,American,13.585194067081405,Weekday,5,30,22
1481338,79185,Blue Ribbon Sushi,American,10.364708298669887,Weekday,5,20,20
1481339,114585,Momoya,Chinese,27.695563708622903,Weekend,Not given,30,15
1481340,146711,Blue Ribbon Sushi,Middle Eastern,17.208835920181457,Weekend,Not given,27,28
1481341,60022,CafÌ© China,Korean,12.260409442192715,Weekend,5,33,26
1481342,260814,Blue Ribbon Sushi Izakaya,Italian,17.106553050454966,Weekend,3,30,22
1481343,143764,Sushi of Gari,American,36.66024614026938,Weekend,3,32,19
1481344,302790,RedFarm Hudson,Mexican,11.989954794333665,Weekend,3,34,32
1481345,274732,Shake Shack,Japanese,12.507359975715875,Weekday,3,26,30
1481346,59175,Jack's Wife Freda,Mexican,12.796549430380251,Weekend,Not given,20,16
1481347,39406,Rubirosa,Japanese,17.606026258125723,Weekend,5,29,28
1481348,58503,Shake Shack,Japanese,15.467492794384768,Weekend,Not given,20,25
1481349,95019,Amma,Middle Eastern,22.281698537932154,Weekend,5,29,27
1481350,41168,Blue Ribbon Fried Chicken,Mexican,15.059019899498496,Weekday,5,28,23
1481351,67136,Blue Ribbon Sushi Bar & Grill,American,22.30212483304416,Weekday,4,22,24
1481352,106035,Tony's Di Napoli,Italian,8.876891145852671,Weekday,Not given,26,30
1481353,47250,Sushi of Gari 46,American,11.654246650741577,Weekend,5,27,24
1481354,389740,RedFarm Broadway,Chinese,20.77887274739733,Weekday,5,35,26
1481355,47564,Five Guys Burgers and Fries,Japanese,22.08006235470788,Weekend,4,30,24
1481356,100565,Hatsuhana,Italian,25.39410922487387,Weekend,4,20,25
1481357,337525,Blue Ribbon Sushi Izakaya,American,26.73445838960756,Weekend,4,21,32
1481358,142662,S'MAC,Indian,13.563037165896642,Weekend,Not given,30,22
1481359,60805,Cafe Mogador,American,26.26674914710224,Weekend,Not given,24,16
1481360,41909,Westville Hudson,Chinese,16.726990087327774,Weekend,5,34,16
1481361,154964,Blue Ribbon Fried Chicken,American,15.13623853410102,Weekend,4,33,28
1481362,94195,TAO,Chinese,33.5461557921123,Weekend,4,34,29
1481363,196971,Blue Ribbon Sushi,Japanese,15.285085518367431,Weekend,Not given,24,29
1481364,58592,Jack's Wife Freda,Chinese,17.056844391261237,Weekday,Not given,27,16
1481365,391746,The Loop,French,29.30101510428131,Weekday,Not given,32,28
1481366,107879,Melt Shop,Mexican,34.37910823163827,Weekend,4,27,28
1481367,121681,Vezzo Thin Crust Pizza,Chinese,15.663311353764502,Weekend,Not given,24,30
1481368,186973,Lucky's Famous Burgers,Japanese,22.63363548746817,Weekday,5,32,19
1481369,378452,RedFarm Hudson,Middle Eastern,8.923766610842042,Weekend,Not given,25,26
1481370,113896,Blue Ribbon Sushi,American,7.493900636596218,Weekday,5,27,26
1481371,99893,Shake Shack,American,34.34755482755531,Weekend,5,20,31
1481372,68446,Shake Shack,Mexican,9.235674499006246,Weekend,5,23,19
1481373,209918,TAO,American,16.119745536331543,Weekday,Not given,29,29
1481374,129986,RedFarm Hudson,Italian,15.66948401654791,Weekend,5,28,21
1481375,177750,Cafe Mogador,Japanese,16.233503184226347,Weekend,4,26,21
1481376,133406,Blue Ribbon Fried Chicken,Japanese,17.778053414443704,Weekend,Not given,32,30
1481377,44410,RedFarm Broadway,Mexican,35.52462654596043,Weekend,Not given,26,16
1481378,69476,Blue Ribbon Sushi Bar & Grill,Korean,28.407973524714244,Weekend,5,25,16
1481379,222922,Shake Shack,Mexican,25.83656844974332,Weekend,5,21,23
1481380,48631,Shake Shack,Japanese,19.965720893699125,Weekday,Not given,28,29
1481381,47483,Shake Shack,American,13.99777896035632,Weekend,3,33,17
1481382,255413,Hill Country Fried Chicken,Japanese,16.17401649837097,Weekend,5,22,16
1481383,165528,Otto Enoteca Pizzeria,American,30.34761727003493,Weekday,3,21,15
1481384,41749,The Kati Roll Company,American,18.143967984667405,Weekend,Not given,20,26
1481385,73218,Sarabeth's East,Japanese,17.425651703624986,Weekday,Not given,27,19
1481386,163986,Nobu Next Door,American,20.655345797770867,Weekend,Not given,27,30
1481387,306119,Tamarind TriBeCa,Italian,15.934839951902578,Weekday,5,26,29
1481388,235861,RedFarm Hudson,American,32.80753390584086,Weekday,5,27,16
1481389,385193,Serafina Fabulous Pizza,Japanese,14.16886752952005,Weekend,5,32,22
1481390,17495,Xi'an Famous Foods,American,17.68698576784992,Weekend,Not given,28,28
1481391,39054,Boqueria,American,14.021584441832283,Weekday,4,34,26
1481392,146499,Shake Shack,American,16.9567921557275,Weekend,Not given,23,30
1481393,129798,Sushi of Gari 46,Chinese,19.512766501280264,Weekend,4,23,30
1481394,47410,Blue Ribbon Sushi Bar & Grill,American,16.414525527939894,Weekday,4,26,23
1481395,144221,TAO,Japanese,16.38791417117086,Weekday,3,27,17
1481396,110835,Shake Shack,Mexican,17.029410296085416,Weekend,3,31,24
1481397,304865,Asuka Sushi,American,13.494016515248514,Weekday,5,21,27
1481398,399672,Shake Shack,Japanese,24.68774167279966,Weekend,Not given,28,28
1481399,62912,J. G. Melon,Italian,12.009628584284624,Weekend,4,35,23
1481400,337525,Sushi of Gari 46,American,8.24488286407603,Weekday,4,23,23
1481401,375704,Parm,Italian,33.49920899841468,Weekend,4,24,19
1481402,110792,S'MAC,Chinese,27.250107287909685,Weekend,5,29,21
1481403,95687,The Meatball Shop,Japanese,15.51655591649995,Weekday,Not given,24,27
1481404,45259,Shake Shack,Japanese,24.395101312681163,Weekday,4,35,24
1481405,94652,TAO,American,36.10580505728712,Weekend,Not given,25,22
1481406,114472,Jack's Wife Freda,American,23.328420586029686,Weekend,5,33,31
1481407,143984,Bistango,Italian,16.709969882435775,Weekend,4,28,20
1481408,49631,Shake Shack,Japanese,10.446094790432412,Weekday,Not given,22,28
1481409,52832,Boqueria,Japanese,7.391713443184299,Weekend,4,24,16
1481410,318451,Blue Ribbon Fried Chicken,Japanese,9.507204214363892,Weekend,4,31,25
1481411,145040,Shake Shack,American,11.5110286702593,Weekend,Not given,21,31
1481412,371560,Blue Ribbon Fried Chicken,Chinese,17.20099892212783,Weekday,5,21,26
1481413,97377,Anjappar Chettinad,Chinese,14.222060899199056,Weekend,Not given,31,33
1481414,85603,The Meatball Shop,Italian,7.863506212760724,Weekend,5,30,27
1481415,114400,Bareburger,Mexican,19.04768123521912,Weekday,4,24,26
1481416,96913,Tamarind TriBeCa,American,13.840111701386071,Weekend,Not given,21,17
1481417,385150,The Meatball Shop,American,7.711135441904861,Weekend,4,34,21
1481418,60108,Shake Shack,American,18.426782381731204,Weekday,Not given,34,16
1481419,88376,RedFarm Hudson,Japanese,14.742625689969934,Weekend,3,33,29
1481420,261400,Han Dynasty,Italian,14.646146640548896,Weekend,4,27,28
1481421,59260,Empanada Mama (closed),Chinese,20.58964119254019,Weekday,Not given,31,16
1481422,142961,Han Dynasty,Japanese,11.49591193639082,Weekend,Not given,26,28
1481423,136777,ilili Restaurant,Japanese,34.01577441751157,Weekend,3,30,18
1481424,67818,Sushi of Gari 46,Japanese,15.632372223576604,Weekend,3,33,24
1481425,60022,Cafe Mogador,American,20.25467494274889,Weekend,Not given,33,29
1481426,47410,RedFarm Hudson,American,18.70919051362775,Weekend,4,35,22
1481427,371633,Rubirosa,Chinese,15.92430497441008,Weekday,5,33,26
1481428,45816,Shake Shack,Mexican,19.39779434273298,Weekday,4,32,29
1481429,367576,Westville Hudson,American,13.176412598024644,Weekend,5,30,18
1481430,48647,Sushi of Gari Tribeca,Italian,19.58779639354247,Weekend,5,28,24
1481431,183490,Han Dynasty,American,24.18557006535156,Weekend,5,31,15
1481432,35932,The Meatball Shop,Mexican,23.32354254961303,Weekend,4,25,26
1481433,390406,Momoya,Mexican,25.796325111401163,Weekend,Not given,21,26
1481434,139086,Sarabeth's Restaurant,Japanese,20.87084471546272,Weekend,5,20,17
1481435,318294,Blue Ribbon Sushi,American,16.862635581652334,Weekend,Not given,20,26
1481436,276235,Blue Ribbon Sushi Izakaya,Mexican,7.078401986233823,Weekday,Not given,35,28
1481437,264677,RedFarm Broadway,American,32.71231470394412,Weekday,Not given,26,31
1481438,250464,Vanessa's Dumpling House,Japanese,12.162135456837811,Weekend,4,32,28
1481439,186973,RedFarm Hudson,American,28.56273668827175,Weekend,Not given,30,33
1481440,55304,Shake Shack,Japanese,20.402219534248687,Weekend,5,27,28
1481441,319773,Empanada Mama (closed),Italian,17.66347362041587,Weekday,4,30,24
1481442,175290,The Meatball Shop,Italian,17.16211871089997,Weekend,Not given,34,20
1481443,142412,Dickson's Farmstand Meats,Indian,21.12046694859284,Weekend,Not given,27,21
1481444,222922,Yama Japanese Restaurant,Mexican,29.148457775632536,Weekday,4,30,20
1481445,93332,Empanada Mama (closed),Italian,15.398185947945036,Weekend,Not given,30,32
1481446,144851,Shake Shack,Chinese,28.83802708195004,Weekday,5,34,30
1481447,57233,Bareburger,Chinese,13.385304594559114,Weekend,4,34,23
1481448,107909,P.J. Clarke's,Indian,32.68438636573451,Weekday,5,20,15
1481449,225955,Blue Ribbon Sushi,American,11.838656864049264,Weekend,5,33,32
1481450,121476,The Meatball Shop,Chinese,25.72357586036812,Weekend,Not given,28,18
1481451,73938,The Meatball Shop,Chinese,26.10433736052789,Weekend,5,28,29
